ticket_id,created_at,region,tower_id,issue_type,priority,status,resolved_at
TKT00809,2025-02-03 16:00:00,Pune,T076,Call Drop,Low,Resolved,2025-02-04 23:00:00
TKT00810,2025-02-03 17:00:00,Hyderabad,T008,Network Outage,Low,Resolved,2025-02-05 04:00:00
TKT00811,2025-02-03 18:00:00,Bangalore,T072,Call Drop,High,In Progress,
TKT00812,2025-02-03 19:00:00,Mumbai,T050,High Latency,Low,Resolved,2025-02-04 12:00:00
TKT00813,2025-02-03 20:00:00,Pune,T092,Call Drop,Low,Open,
TKT00814,2025-02-03 21:00:00,Pune,T062,High Latency,Low,Resolved,2025-02-05 01:00:00
TKT00815,2025-02-03 22:00:00,Mumbai,T084,Slow Internet,Critical,Resolved,2025-02-04 17:00:00
TKT00816,2025-02-03 23:00:00,Bangalore,T062,Network Outage,Critical,In Progress,
TKT00817,2025-02-04 00:00:00,Pune,T007,High Latency,High,Resolved,2025-02-05 22:00:00
TKT00818,2025-02-04 01:00:00,Pune,T075,Call Drop,Low,Resolved,2025-02-05 00:00:00
TKT00819,2025-02-04 02:00:00,Hyderabad,T084,Network Outage,Critical,Open,
TKT00820,2025-02-04 03:00:00,Bangalore,T080,Slow Internet,High,Resolved,2025-02-05 11:00:00
TKT00821,2025-02-04 04:00:00,Pune,T004,Network Outage,Low,Resolved,2025-02-05 20:00:00
TKT00822,2025-02-04 05:00:00,Bangalore,T006,High Latency,Medium,Resolved,2025-02-04 18:00:00
TKT00823,2025-02-04 06:00:00,Mumbai,T058,Slow Internet,Low,Resolved,2025-02-05 02:00:00
TKT00824,2025-02-04 07:00:00,Delhi,T022,Call Drop,Low,Resolved,2025-02-05 18:00:00
TKT00825,2025-02-04 08:00:00,Pune,T026,Slow Internet,Critical,Resolved,2025-02-04 13:00:00
TKT00826,2025-02-04 09:00:00,Hyderabad,T003,Slow Internet,High,Resolved,2025-02-04 18:00:00
TKT00827,2025-02-04 10:00:00,Mumbai,T041,No Service,High,Resolved,2025-02-05 15:00:00
TKT00828,2025-02-04 11:00:00,Bangalore,T060,Slow Internet,Critical,Resolved,2025-02-04 17:00:00
TKT00829,2025-02-04 12:00:00,Mumbai,T014,Slow Internet,Low,Open,
TKT00830,2025-02-04 13:00:00,Pune,T075,Network Outage,Medium,Resolved,2025-02-05 14:00:00
TKT00831,2025-02-04 14:00:00,Bangalore,T082,Call Drop,Low,In Progress,
TKT00832,2025-02-04 15:00:00,Delhi,T012,Network Outage,Low,Resolved,2025-02-05 22:00:00
TKT00833,2025-02-04 16:00:00,Mumbai,T087,Network Outage,Medium,Resolved,2025-02-05 14:00:00
TKT00834,2025-02-04 17:00:00,Pune,T012,High Latency,Critical,Resolved,2025-02-04 19:00:00
TKT00835,2025-02-04 18:00:00,Hyderabad,T013,Network Outage,High,Resolved,2025-02-06 15:00:00
TKT00836,2025-02-04 19:00:00,Bangalore,T025,No Service,Critical,Resolved,2025-02-05 00:00:00
TKT00837,2025-02-04 20:00:00,Mumbai,T045,No Service,Critical,Resolved,2025-02-05 23:00:00
TKT00838,2025-02-04 21:00:00,Mumbai,T019,High Latency,Low,Resolved,2025-02-05 22:00:00
TKT00839,2025-02-04 22:00:00,Delhi,T055,Call Drop,High,In Progress,
TKT00840,2025-02-04 23:00:00,Delhi,T100,Call Drop,High,Resolved,2025-02-05 07:00:00
TKT00841,2025-02-05 00:00:00,Hyderabad,T045,Network Outage,Critical,Resolved,2025-02-05 01:00:00
TKT00842,2025-02-05 01:00:00,Hyderabad,T008,Network Outage,Medium,Resolved,2025-02-05 21:00:00
TKT00843,2025-02-05 02:00:00,Pune,T093,Network Outage,Critical,Resolved,2025-02-06 22:00:00
TKT00844,2025-02-05 03:00:00,Pune,T053,Call Drop,Medium,Resolved,2025-02-06 02:00:00
TKT00845,2025-02-05 04:00:00,Hyderabad,T055,Slow Internet,High,Resolved,2025-02-06 12:00:00
TKT00846,2025-02-05 05:00:00,Hyderabad,T032,No Service,Critical,In Progress,
TKT00847,2025-02-05 06:00:00,Bangalore,T051,Slow Internet,Low,Resolved,2025-02-05 17:00:00
TKT00848,2025-02-05 07:00:00,Delhi,T044,Slow Internet,Critical,Resolved,2025-02-06 22:00:00
TKT00849,2025-02-05 08:00:00,Pune,T082,Call Drop,High,Resolved,2025-02-07 07:00:00
TKT00850,2025-02-05 09:00:00,Delhi,T070,Slow Internet,Low,Resolved,2025-02-06 09:00:00
TKT00851,2025-02-05 10:00:00,Delhi,T018,High Latency,Low,Resolved,2025-02-05 21:00:00
TKT00852,2025-02-05 11:00:00,Hyderabad,T083,Network Outage,Medium,Resolved,2025-02-06 16:00:00
TKT00853,2025-02-05 12:00:00,Bangalore,T022,High Latency,Low,Resolved,2025-02-06 14:00:00
TKT00854,2025-02-05 13:00:00,Mumbai,T037,No Service,Low,Resolved,2025-02-06 05:00:00
TKT00855,2025-02-05 14:00:00,Bangalore,T096,Network Outage,Critical,Resolved,2025-02-07 01:00:00
TKT00856,2025-02-05 15:00:00,Bangalore,T056,Slow Internet,High,Resolved,2025-02-06 11:00:00
TKT00857,2025-02-05 16:00:00,Delhi,T059,No Service,Medium,Resolved,2025-02-07 14:00:00
TKT00858,2025-02-05 17:00:00,Bangalore,T003,Network Outage,Critical,Resolved,2025-02-05 20:00:00
TKT00859,2025-02-05 18:00:00,Pune,T028,Slow Internet,Low,Resolved,2025-02-05 19:00:00
TKT00860,2025-02-05 19:00:00,Delhi,T074,High Latency,Low,In Progress,
TKT00861,2025-02-05 20:00:00,Pune,T035,Network Outage,Medium,Open,
TKT00862,2025-02-05 21:00:00,Mumbai,T061,Slow Internet,High,Open,
TKT00863,2025-02-05 22:00:00,Delhi,T093,High Latency,Medium,Resolved,2025-02-07 21:00:00
TKT00864,2025-02-05 23:00:00,Mumbai,T054,No Service,Critical,Resolved,2025-02-06 00:00:00
TKT00865,2025-02-06 00:00:00,Delhi,T063,No Service,Medium,Resolved,2025-02-06 17:00:00
TKT00866,2025-02-06 01:00:00,Hyderabad,T079,No Service,Low,Open,
TKT00867,2025-02-06 02:00:00,Bangalore,T097,No Service,Critical,Resolved,2025-02-06 04:00:00
TKT00868,2025-02-06 03:00:00,Hyderabad,T007,Call Drop,Low,In Progress,
TKT00869,2025-02-06 04:00:00,Mumbai,T076,Network Outage,High,In Progress,
TKT00870,2025-02-06 05:00:00,Bangalore,T049,Network Outage,Low,Resolved,2025-02-07 10:00:00
TKT00871,2025-02-06 06:00:00,Delhi,T094,Call Drop,Low,Resolved,2025-02-07 02:00:00
TKT00872,2025-02-06 07:00:00,Bangalore,T085,Slow Internet,Medium,Resolved,2025-02-06 13:00:00
TKT00873,2025-02-06 08:00:00,Pune,T031,Slow Internet,Low,Open,
TKT00874,2025-02-06 09:00:00,Bangalore,T058,No Service,Critical,Resolved,2025-02-06 17:00:00
TKT00875,2025-02-06 10:00:00,Pune,T061,High Latency,Critical,Open,
TKT00876,2025-02-06 11:00:00,Bangalore,T024,Slow Internet,High,Resolved,2025-02-07 16:00:00
TKT00877,2025-02-06 12:00:00,Pune,T020,High Latency,Critical,Resolved,2025-02-08 12:00:00
TKT00878,2025-02-06 13:00:00,Mumbai,T037,Network Outage,Medium,In Progress,
TKT00879,2025-02-06 14:00:00,Hyderabad,T004,High Latency,High,Resolved,2025-02-07 23:00:00
TKT00880,2025-02-06 15:00:00,Delhi,T092,Network Outage,Critical,Resolved,2025-02-06 18:00:00
TKT00881,2025-02-06 16:00:00,Bangalore,T020,Call Drop,Medium,Resolved,2025-02-08 03:00:00
TKT00882,2025-02-06 17:00:00,Hyderabad,T060,Call Drop,Critical,Resolved,2025-02-06 22:00:00
TKT00883,2025-02-06 18:00:00,Delhi,T024,No Service,Critical,Resolved,2025-02-07 21:00:00
TKT00884,2025-02-06 19:00:00,Delhi,T050,Slow Internet,Low,Resolved,2025-02-08 15:00:00
TKT00885,2025-02-06 20:00:00,Pune,T049,No Service,Critical,In Progress,
TKT00886,2025-02-06 21:00:00,Mumbai,T051,Network Outage,Critical,Open,
TKT00887,2025-02-06 22:00:00,Mumbai,T096,No Service,Medium,Resolved,2025-02-07 10:00:00
TKT00888,2025-02-06 23:00:00,Hyderabad,T036,High Latency,Medium,Resolved,2025-02-07 19:00:00
TKT00889,2025-02-07 00:00:00,Mumbai,T098,Network Outage,Low,Resolved,2025-02-08 21:00:00
TKT00890,2025-02-07 01:00:00,Bangalore,T100,Call Drop,Critical,Resolved,2025-02-07 21:00:00
TKT00891,2025-02-07 02:00:00,Mumbai,T066,Slow Internet,Low,In Progress,
TKT00892,2025-02-07 03:00:00,Hyderabad,T079,Network Outage,Critical,Resolved,2025-02-07 12:00:00
TKT00893,2025-02-07 04:00:00,Mumbai,T034,Network Outage,High,Resolved,2025-02-08 19:00:00
TKT00894,2025-02-07 05:00:00,Bangalore,T036,High Latency,High,Resolved,2025-02-07 09:00:00
TKT00895,2025-02-07 06:00:00,Pune,T006,Slow Internet,Low,Resolved,2025-02-08 01:00:00
TKT00896,2025-02-07 07:00:00,Hyderabad,T039,Call Drop,Low,Resolved,2025-02-08 21:00:00
TKT00897,2025-02-07 08:00:00,Pune,T042,Network Outage,Low,Resolved,2025-02-08 11:00:00
TKT00898,2025-02-07 09:00:00,Pune,T058,Network Outage,Medium,Resolved,2025-02-09 06:00:00
TKT00899,2025-02-07 10:00:00,Pune,T012,High Latency,Medium,Resolved,2025-02-09 05:00:00
TKT00900,2025-02-07 11:00:00,Delhi,T003,No Service,Medium,Resolved,2025-02-08 00:00:00
TKT00901,2025-02-07 12:00:00,Delhi,T018,Call Drop,Low,Resolved,2025-02-08 01:00:00
TKT00902,2025-02-07 13:00:00,Pune,T040,Slow Internet,Critical,Resolved,2025-02-08 11:00:00
TKT00903,2025-02-07 14:00:00,Hyderabad,T021,Network Outage,High,Resolved,2025-02-08 18:00:00
TKT00904,2025-02-07 15:00:00,Bangalore,T015,Network Outage,Low,Resolved,2025-02-09 14:00:00
TKT00905,2025-02-07 16:00:00,Bangalore,T097,Call Drop,Medium,Resolved,2025-02-09 13:00:00
TKT00906,2025-02-07 17:00:00,Mumbai,T099,No Service,Medium,Resolved,2025-02-08 15:00:00
TKT00907,2025-02-07 18:00:00,Hyderabad,T026,Network Outage,Low,Resolved,2025-02-09 13:00:00
TKT00908,2025-02-07 19:00:00,Delhi,T008,Call Drop,Low,In Progress,
TKT00909,2025-02-07 20:00:00,Pune,T100,High Latency,Medium,In Progress,
TKT00910,2025-02-07 21:00:00,Mumbai,T094,No Service,Critical,Resolved,2025-02-08 16:00:00
TKT00911,2025-02-07 22:00:00,Bangalore,T087,Slow Internet,Medium,In Progress,
TKT00912,2025-02-07 23:00:00,Delhi,T042,Network Outage,Medium,Resolved,2025-02-08 07:00:00
TKT00913,2025-02-08 00:00:00,Delhi,T044,Call Drop,Low,Resolved,2025-02-08 08:00:00
TKT00914,2025-02-08 01:00:00,Pune,T014,High Latency,Critical,Resolved,2025-02-09 19:00:00
TKT00915,2025-02-08 02:00:00,Bangalore,T078,Slow Internet,Medium,Resolved,2025-02-09 04:00:00
TKT00916,2025-02-08 03:00:00,Hyderabad,T002,Call Drop,Medium,Resolved,2025-02-10 03:00:00
TKT00917,2025-02-08 04:00:00,Delhi,T037,Call Drop,High,Resolved,2025-02-09 06:00:00
TKT00918,2025-02-08 05:00:00,Pune,T069,Slow Internet,Low,Resolved,2025-02-09 04:00:00
TKT00919,2025-02-08 06:00:00,Hyderabad,T038,High Latency,High,Resolved,2025-02-10 01:00:00
TKT00920,2025-02-08 07:00:00,Bangalore,T041,High Latency,High,Resolved,2025-02-08 20:00:00
TKT00921,2025-02-08 08:00:00,Delhi,T062,No Service,Medium,In Progress,
TKT00922,2025-02-08 09:00:00,Hyderabad,T060,Network Outage,Low,Resolved,2025-02-09 13:00:00
TKT00923,2025-02-08 10:00:00,Hyderabad,T014,Slow Internet,Critical,Resolved,2025-02-08 19:00:00
TKT00924,2025-02-08 11:00:00,Hyderabad,T089,Slow Internet,Medium,Resolved,2025-02-09 07:00:00
TKT00925,2025-02-08 12:00:00,Delhi,T084,Slow Internet,Critical,Resolved,2025-02-09 07:00:00
TKT00926,2025-02-08 13:00:00,Delhi,T002,High Latency,Critical,Resolved,2025-02-10 13:00:00
TKT00927,2025-02-08 14:00:00,Mumbai,T070,Network Outage,Low,Resolved,2025-02-10 05:00:00
TKT00928,2025-02-08 15:00:00,Bangalore,T017,No Service,High,Resolved,2025-02-09 03:00:00
TKT00929,2025-02-08 16:00:00,Pune,T089,Call Drop,Low,Resolved,2025-02-09 07:00:00
TKT00930,2025-02-08 17:00:00,Hyderabad,T028,Call Drop,Critical,Resolved,2025-02-10 00:00:00
TKT00931,2025-02-08 18:00:00,Mumbai,T066,Slow Internet,Medium,Resolved,2025-02-09 08:00:00
TKT00932,2025-02-08 19:00:00,Pune,T035,Network Outage,Critical,Resolved,2025-02-09 06:00:00
TKT00933,2025-02-08 20:00:00,Mumbai,T005,High Latency,Medium,Resolved,2025-02-09 22:00:00
TKT00934,2025-02-08 21:00:00,Delhi,T065,Network Outage,Medium,Resolved,2025-02-10 15:00:00
TKT00935,2025-02-08 22:00:00,Hyderabad,T040,Network Outage,Low,Resolved,2025-02-10 01:00:00
TKT00936,2025-02-08 23:00:00,Pune,T076,High Latency,Critical,Open,
TKT00937,2025-02-09 00:00:00,Pune,T056,Slow Internet,High,In Progress,
TKT00938,2025-02-09 01:00:00,Pune,T036,Network Outage,Critical,In Progress,
TKT00939,2025-02-09 02:00:00,Pune,T045,Call Drop,Critical,Resolved,2025-02-09 13:00:00
TKT00940,2025-02-09 03:00:00,Pune,T023,High Latency,High,Resolved,2025-02-10 17:00:00
TKT00941,2025-02-09 04:00:00,Mumbai,T047,No Service,Low,Resolved,2025-02-10 14:00:00
TKT00942,2025-02-09 05:00:00,Hyderabad,T031,Slow Internet,Critical,Resolved,2025-02-11 00:00:00
TKT00943,2025-02-09 06:00:00,Delhi,T011,High Latency,Critical,Resolved,2025-02-10 01:00:00
TKT00944,2025-02-09 07:00:00,Delhi,T010,No Service,Medium,Resolved,2025-02-09 13:00:00
TKT00945,2025-02-09 08:00:00,Delhi,T067,No Service,Critical,In Progress,
TKT00946,2025-02-09 09:00:00,Delhi,T014,Network Outage,High,Resolved,2025-02-11 07:00:00
TKT00947,2025-02-09 10:00:00,Mumbai,T080,Network Outage,Medium,In Progress,
TKT00948,2025-02-09 11:00:00,Bangalore,T074,Network Outage,Low,Resolved,2025-02-11 01:00:00
TKT00949,2025-02-09 12:00:00,Hyderabad,T093,High Latency,Medium,Resolved,2025-02-11 06:00:00
TKT00950,2025-02-09 13:00:00,Pune,T010,High Latency,High,Resolved,2025-02-10 17:00:00
TKT00951,2025-02-09 14:00:00,Bangalore,T076,Slow Internet,High,Resolved,2025-02-09 15:00:00
TKT00952,2025-02-09 15:00:00,Delhi,T094,Network Outage,Medium,Resolved,2025-02-11 02:00:00
TKT00953,2025-02-09 16:00:00,Bangalore,T001,No Service,Low,Resolved,2025-02-11 08:00:00
TKT00954,2025-02-09 17:00:00,Hyderabad,T005,Call Drop,Medium,Resolved,2025-02-10 01:00:00
TKT00955,2025-02-09 18:00:00,Pune,T020,Slow Internet,Low,Resolved,2025-02-11 17:00:00
TKT00956,2025-02-09 19:00:00,Pune,T008,High Latency,Medium,Open,
TKT00957,2025-02-09 20:00:00,Hyderabad,T043,Slow Internet,High,Open,
TKT00958,2025-02-09 21:00:00,Hyderabad,T076,Slow Internet,Critical,In Progress,
TKT00959,2025-02-09 22:00:00,Delhi,T001,Slow Internet,Critical,Resolved,2025-02-10 05:00:00
TKT00960,2025-02-09 23:00:00,Pune,T057,Slow Internet,Low,Resolved,2025-02-10 10:00:00
TKT00961,2025-02-10 00:00:00,Bangalore,T064,Call Drop,Low,Resolved,2025-02-11 15:00:00
TKT00962,2025-02-10 01:00:00,Mumbai,T084,Network Outage,Low,Resolved,2025-02-10 05:00:00
TKT00963,2025-02-10 02:00:00,Mumbai,T028,No Service,High,Resolved,2025-02-11 03:00:00
TKT00964,2025-02-10 03:00:00,Hyderabad,T037,Slow Internet,Medium,Resolved,2025-02-10 15:00:00
TKT00965,2025-02-10 04:00:00,Delhi,T047,Slow Internet,High,Resolved,2025-02-11 06:00:00
TKT00966,2025-02-10 05:00:00,Mumbai,T076,Slow Internet,Critical,Resolved,2025-02-11 19:00:00
TKT00967,2025-02-10 06:00:00,Pune,T037,Network Outage,Low,Resolved,2025-02-12 04:00:00
TKT00968,2025-02-10 07:00:00,Hyderabad,T049,High Latency,Medium,Resolved,2025-02-10 19:00:00
TKT00969,2025-02-10 08:00:00,Bangalore,T044,High Latency,Critical,Resolved,2025-02-12 03:00:00
TKT00970,2025-02-10 09:00:00,Hyderabad,T056,Call Drop,Critical,Resolved,2025-02-11 22:00:00
TKT00971,2025-02-10 10:00:00,Bangalore,T028,High Latency,Critical,Resolved,2025-02-12 08:00:00
TKT00972,2025-02-10 11:00:00,Hyderabad,T079,Slow Internet,High,Resolved,2025-02-11 11:00:00
TKT00973,2025-02-10 12:00:00,Hyderabad,T006,Slow Internet,Low,Resolved,2025-02-11 04:00:00
TKT00974,2025-02-10 13:00:00,Hyderabad,T061,Slow Internet,Critical,Resolved,2025-02-11 02:00:00
TKT00975,2025-02-10 14:00:00,Bangalore,T020,Call Drop,Low,Resolved,2025-02-11 15:00:00
TKT00976,2025-02-10 15:00:00,Bangalore,T078,Slow Internet,High,Resolved,2025-02-10 19:00:00
TKT00977,2025-02-10 16:00:00,Hyderabad,T002,High Latency,Critical,Resolved,2025-02-11 03:00:00
TKT00978,2025-02-10 17:00:00,Mumbai,T073,Network Outage,High,Resolved,2025-02-12 01:00:00
TKT00979,2025-02-10 18:00:00,Delhi,T037,Network Outage,High,In Progress,
TKT00980,2025-02-10 19:00:00,Delhi,T020,No Service,Low,Resolved,2025-02-11 02:00:00
TKT00981,2025-02-10 20:00:00,Delhi,T026,High Latency,Critical,Resolved,2025-02-12 18:00:00
TKT00982,2025-02-10 21:00:00,Bangalore,T029,Slow Internet,High,Resolved,2025-02-11 08:00:00
TKT00983,2025-02-10 22:00:00,Bangalore,T001,Network Outage,Critical,Resolved,2025-02-12 02:00:00
TKT00984,2025-02-10 23:00:00,Mumbai,T035,High Latency,Low,Resolved,2025-02-12 16:00:00
TKT00985,2025-02-11 00:00:00,Delhi,T070,Network Outage,High,Resolved,2025-02-11 23:00:00
TKT00986,2025-02-11 01:00:00,Delhi,T059,Slow Internet,Low,Resolved,2025-02-12 22:00:00
TKT00987,2025-02-11 02:00:00,Hyderabad,T069,Network Outage,Critical,Resolved,2025-02-12 01:00:00
TKT00988,2025-02-11 03:00:00,Bangalore,T033,No Service,Critical,Resolved,2025-02-12 07:00:00
TKT00989,2025-02-11 04:00:00,Delhi,T051,No Service,Low,Resolved,2025-02-12 23:00:00
TKT00990,2025-02-11 05:00:00,Mumbai,T078,Network Outage,Medium,Open,
TKT00991,2025-02-11 06:00:00,Mumbai,T012,High Latency,High,Resolved,2025-02-13 05:00:00
TKT00992,2025-02-11 07:00:00,Delhi,T020,High Latency,Critical,In Progress,
TKT00993,2025-02-11 08:00:00,Bangalore,T053,High Latency,Critical,Resolved,2025-02-12 10:00:00
TKT00994,2025-02-11 09:00:00,Mumbai,T088,Network Outage,High,In Progress,
TKT00995,2025-02-11 10:00:00,Hyderabad,T043,High Latency,Low,In Progress,
TKT00996,2025-02-11 11:00:00,Mumbai,T098,Slow Internet,Low,Resolved,2025-02-12 12:00:00
TKT00997,2025-02-11 12:00:00,Pune,T089,No Service,Low,Resolved,2025-02-12 17:00:00
TKT00998,2025-02-11 13:00:00,Pune,T050,Slow Internet,Medium,Resolved,2025-02-12 08:00:00
TKT00999,2025-02-11 14:00:00,Bangalore,T029,High Latency,Medium,Resolved,2025-02-12 23:00:00
TKT01000,2025-02-11 15:00:00,Delhi,T057,Slow Internet,Critical,Resolved,2025-02-13 03:00:00
